abandon, [əˋbændən] vt.放棄，中止
sly, [slaɪ] adj.狡猾的
savage, [`sæ vɪdʒ] adj.野蠻的 n.野蠻人
smash, [smæ ʃ] vt.vi.n.粉碎
scan, [skæ n] vt.vi.n.掃描
snarl, [snɑr!] vi.vt.n.吠；咆哮
scandal, [`skæ nd!] n.醜聞
snatch, [snæ tʃ] vt.vi.n.奪走
scar, [skɑr] n.傷痕
sneak, [snik] vi.vt.n.偷偷地走/做
scent, [sɛnt] n.香氣
sneaker(s), [`snikɚ(s)] n.運動鞋；鬼祟的人
scheme, [skim] n.計畫
sniff, [snɪf] vt.vi.n.嗅
scorn, [skɔrn] n.vt.vi.輕蔑
snore, [snor] vi.n.打呼
scramble, [`skræ mb!] vi.n.爬行 vt.倉促湊成
snort, [snɔrt] vi.vt.n.噴鼻息
scrap, [skræ p] n.碎片 vt.當廢紙扔掉
soak, [sok] vt.vi.n.浸泡
scrape, [skrep] vt.vi.n.刮；擦
sober, [`sobɚ] adj.清醒的
scroll, [skrol] n.卷軸
soften, [`sɔfn] vt.vi.(使)變柔軟
sculptor, [`skʌlptɚ] n.雕刻家
sole, [sol] (1) n.鞋底 (2) adj.單獨的
secure, [sɪ`kjʊr] adj.安全的 vt.vi.(使)變安全
solemn, [`sɑləm] adj.莊嚴的
segment, [`sɛgmənt] n.部分
solitary, [`sɑlə͵tɛrɪ] adj.獨自的
sensation, [sɛn`seʃən] n.感覺；轟動(的事)
solo, [`solo] n.獨唱；單飛 adj.單獨的
sensitivity, [͵sɛnsə`tɪvətɪ] n.敏感
sovereign, [`sɑvrɪn] adj.具獨立主權的
sentiment, [`sɛntəmənt] n.情緒
sow, [so] vt.vi.播種 n.母豬
sergeant, [`sɑrdʒənt] n.陸軍中士
spacecraft, [`spes͵kræft] n.太空船
series, [`siriz] n.系列
spaceship, [`spes͵ʃɪp] n.太空船
sermon, [`sɝmən] n.佈道
specialist, [`spɛʃəlɪst] n.專家
server, [`sɝvɚ] n.服務生；發球員；伺服器
specimen, [`spɛsəmən] n.標本
setting, [`sɛtɪŋ] n.安裝；環境；背景；佈景
spectacle, [`spɛktək!] n.奇觀；眼鏡(+s)
shabby, [`ʃæ bɪ] adj.破爛的
spectator, [spɛk`tetɚ] n.觀眾
sharpen, [`ʃɑrpn] vt.vi.(使)變銳利；磨尖
spine, [spaɪn] n.脊椎
shatter, [`ʃæ tɚ] vt.vi.粉碎
splendor, [`splɛndɚ] n.壯麗
sheriff, [`ʃɛrɪf] n.警長
sponge, [spʌndʒ] n.海綿
shield, [`ʃild] n.盾牌
spotlight, [`spɑt͵laɪt] n.聚光燈
shiver, [`ʃɪvɚ] vi.n.打顫
sprint, [sprɪnt] vi.n.衝刺
shortage, [`ʃɔrtɪdʒ] n.短缺
spur, [spɝ] n.靴刺 vt.vi.激勵
shortcoming, [`ʃɔrt͵kʌmɪŋ] n.缺點
squash, [skwɑʃ] n.南瓜；回力球 vt.vi.n.擠壓
shove, [ʃʌv] vt.vi.推
shred, [ʃrɛd] n.碎片 vt.切成條狀
squat, [skwɑt] vi.n.蹲
shriek, [ʃrik] vi.n.尖叫
stack, [stæ k] n.(乾草)堆
shrine, [ʃraɪn] n.聖壇
slam, [slæ m] vt.vi.n.猛地關上；砰然聲
shrub, [ʃrʌb] n.灌木
stagger, [`stæ gɚ] vi.vt.n.(使)蹣跚
shudder, [`ʃʌdɚ] vi.n.發抖
stain, [sten] n.沾汙；汙點
stake, [stek] n.樁；賭注；危險
supervisor, [͵supɚ`vaɪzɚ] n.監督者
stalk, [stɔk] n.莖；葉柄 v.n.悄悄追蹤
suppress, [sə`prɛs] vt.鎮壓
stall, [stɔl] n.(牲畜的)欄；廄
supreme, [sə`prim] adj.最高的
stanza, [`stæ nzə] n.詩節
surge, [sɝdʒ] vi.n.洶湧；急升
startle, [`stɑrt!] vt.vi.n.(使)驚嚇
suspend, [sə`spɛnd] vt.vi.懸掛；使…中止
statesman, [`stetsmən] n.政治家
sustain, [sə`sten] vt.支撐
statistics, [stə`tɪstɪks] n.統計數字
swamp, [swɑmp] n.沼澤
statistical, [stə`tɪstɪk!] adj.統計數字的
swarm, [swɔrm] n.(蟲、蜂)群
steamer, [`stimɚ] n.汽船；蒸籠
sympathize, [`sɪmpə͵θaɪz] vi.同情
steer, [stɪr] vt.vi.駕駛
tackle, [`tæ k!] vt.vi.解決；擒抱
stereotype, [`stɛrɪə͵taɪp] n.刻板印象
tan, [tæ n] n.古銅色
stern, [stɝn] adj.嚴厲的
tangle, [`tæŋg!] vt.vi.n.纏繞；糾結
stew, [stju] vt.vi.燉 n.燉肉
tar, [tɑr] n.焦油
steward, [`stjuwɚd] n.(火車等的)男服務員
tart, [tɑrt] n.水果蛋糕 adj.酸的
stewardess, [`stjuwɚdɪs] n.女服務員
taunt, [tɔnt] vt.n.嘲弄
attendant, [ə`tɛndənt] n.服務員
tavern, [`tæ vɚn] n.酒館
stink, [stɪŋk] vi.發臭；爛透了 n.惡臭
teller, [`tɛlɚ] n.敘述者；出納員
stock, [stɑk] n.股票；存貨
tempo, [`tɛmpo] n.拍子
stoop, [stup] vi.n.俯身
tempt, [tɛmpt] vt.誘惑
storage, [`storɪdʒ] n.貯藏
temptation, [tɛmp`teʃən] n.誘惑
stout, [staʊt] adj.堅固的
tenant, [`tɛnənt] n.租戶
straighten, [`stretn] vt.vi.弄直；好轉
tentative, [`tɛntətɪv] adj.暫時的
straightforward, [͵stret`fɔrwɚd] adj.直率的
terminal, [`tɝmən!] adj.末端的 n.總站
strain, [stren] vt.vi.n.拉緊
terrace, [`tɛrəs] n.露臺；階梯看台；梯田
strait, [stret] n.海峽
thigh, [θaɪ] n.大腿
strand, [stræ nd] n.線；繩 vt.絞(繩索等)；使…擱淺
thorn, [θɔrn] n.刺
thrill, [θrɪl] vt.vi.n.(使)激動
strap, [stræ p] n.帶子
thriller, [`θrɪlɚ] n.驚悚作品
stray, [stre] vi.adj.迷路(的)；流浪(的) n.迷路者；流浪者
throne, [θron] n.王位
throng, [θrɔŋ] n.群眾
streak, [strik] n.條紋
thrust, [θrʌst] vt.vi.n.猛推；刺
stride, [straɪd] vi.vt.n.大步走
tick, [tɪk] n.vi.vt.(發)滴答聲
stripe, [straɪp] n.條紋
tile, [taɪl] n.磁磚，瓦片
stroll, [strol] vi.vt.n.閒逛
tilt, [tɪlt] vt.vi.n.(使)傾斜
structural, [`strʌktʃərəl] adj.結構的
tin, [tɪn] n.錫
stumble, [`stʌmb!] vi.vt.絆倒
tiptoe, [`tɪp͵to] n.腳尖 vi.踮腳走
stump, [stʌmp] n.殘幹；根株 vi.笨重地走
toad, [tod] n.蟾蜍
stun, [stʌn] v.使昏厥
toil, [tɔɪl] n.辛勞 vi.苦幹
sturdy, [`stɝdɪ] adj.結實的
token, [`tokən] n.象徵
stutter, [`stʌtɚ] vi.vt.n.結巴
torch, [tɔrtʃ] n.火炬
stylish, [`staɪlɪʃ] adj.流行的
torment, [tɔr`mɛnt] n.痛苦
submit, [səb`mɪt] vt.(使…)順服；提交
torrent, [`tɔrənt] n.急流
substantial, [səb`stæ nʃəl] adj.真實的；大量的
torture, [`tɔrtʃɚ] n.痛苦
substitute, [`sʌbstə͵tjut] n.替代物 vt.vi.代替 adj.代替的
tournament, [`tɝnəmənt] n.錦標賽
toxic, [`tɑksɪk] adj.有毒的
suitcase, [`sut͵kes] n.手提箱
trademark, [`tred͵mɑrk] n.商標
sulfur, [`sʌlfɚ] n.硫磺
traitor, [`tretɚ] n.叛逆者
summon, [`sʌmən] vt.召喚
tramp, [træ mp] n.流浪漢 vi.vt.n.沉重的走
superficial, [`supɚ`fɪʃəl] adj.膚淺的
trample, [`træ mp!] v.n.踐踏
superstition, [͵supɚ`stɪʃən] n.迷信
transparent, [træ ns`pɛrənt] adj.透明的
supervise, [`supɚvaɪz] vt.vi.監督
treasury, [`trɛʒərɪ] n.寶庫
treaty, [`tritɪ] n.條約
ward, [wɔrd] (1) n.病房 (2) vt.躲開
trench, [trɛntʃ] n.壕溝
ware, [wɛr] n. …的製品
tribute, [`trɪbjut] n.貢品；尊崇
warehouse, [`wɛr͵haʊs] n.倉庫
trifle, [`traɪf!] n.瑣事
warrior, [`wɔrɪɚ] n.戰士
trim, [trɪm] vt.vi.n.修剪；調整
wary, [`wɛrɪ] adj.小心的；謹防的
triple, [`trɪp!] adj.三倍的
weary, [`wɪrɪ] adj.疲倦的
trot, [trɑt] n.vi.vt.快步走；(使)小跑
weird, [wɪrd] adj.怪異的
trout, [traʊt] n.鱒魚
wharf, [hwɔrf] n.碼頭
tuck, [tʌk] vt.vi.塞
wheelchair, [`hwil`tʃɛr] n.輪椅
tuition, [tjùɪʃən] n.學費
whereabouts, [`hwɛrə`baʊts] adv.n.哪處；下落
tuna, [`tunə] n.鮪魚
tyrant, [`taɪrənt] n.暴君
whereas, [hwɛr`æ z] conj.然而
umpire, [`ʌmpaɪr] n.裁判(棒球、網球、板球)
whine, [hwaɪn] vi.vt.n.發牢騷
undergraduate, [͵ʌndɚ`græ dʒʊɪt] n.大學生
whirl, [hwɝl] vi.vt.n.旋轉
underline, [͵ʌndɚ`laɪn] vt.劃底線；強調
whisk, [hwɪsk] vt.vi.n.拂去；飛奔
underneath, [͵ʌndɚ`niθ] prep. 在…下方
whiskey/whisky, [`hwɪskɪ] n.威士忌
understandable, [͵ʌndɚ`stæ ndəb!] adj.可理解的
wholesale, [`hol͵sel] n.adj.批發(的)
wholesome, [`holsəm] adj.合乎衛生的；有益的
undoubtedly, [ʌn`daʊtɪdlɪ] adv.毫無疑問地
update, [ʌp`det] vt.n.更新
widespread, [`waɪd͵sprɛd] adj.廣布的
upright, [`ʌp͵raɪt] adj.直立的；正直的
widow, [`wɪdo] n.寡婦
upward, [`ʌpwɚd] adj.adv.向上的
widower, [`wɪdoɚ] n.鰥夫
upward(s), [`ʌpwɚd(z)] adv.向上地
wig, [wɪg] n.假髮
utter, [`ʌtɚ] adj.全然的 vt.說
wilderness, [`wɪldɚnɪs] n.荒地
vacancy, [`vekənsɪ] n.空缺
wildlife, [`waɪld͵laɪf] n.野生動物
vacuum, [`væ kjʊəm] n.真空
wither, [`wɪðɚ] vi.vt.枯萎
vague, [veg] adj.模糊的
woe, [wo] n.悲痛 int.哎喲
vanity, [`væ nətɪ] n.虛榮
woodpecker, [`wʊd͵pɛkɚ] n.啄木鳥
vapor, [`vepɚ] n.蒸氣
workshop, [`wɝk͵ʃɑp] n.工廠；研討會
vegetation, [͵vɛdʒə`teʃən] n.植物
worship, [`wɝʃɪp] n.vt.vi.崇拜
veil, [vel] n.面紗
worthwhile, [`wɝθ`hwaɪl] adj.值得做的
vein, [ven] n.靜脈；血管；葉脈
worthy, [`wɝðɪ] adj.值得的
velvet, [`vɛlvɪt] n.天鵝絨
wreath, [riθ] n.花環
venture, [`vɛntʃɚ] vt.vi.n.冒險
wring, [rɪŋ] vt.n.擰 vi.蠕動
verbal, [`vɝb!] adj.口頭的
yacht, [jɑt] n.遊艇
versus, [`vɝsəs] prep. 與…相對
yarn, [jɑrn] n.紗線
vertical, [`vɝtɪk!] adj.垂直的
yeast, [jist] n.酵母菌
veto, [`vito] n.vt.否決
yield, [jild] vt.vi.產出；屈服
via, [`vaɪə] prep.透過…
yoga, [`jogə] n.瑜珈
vibrate, [`vaɪbret] vi.震動
zinc, [zɪŋk] n.鋅
videotape, [`vɪdɪòtep] n.錄影帶
zip, [zɪp] n.拉鍊 vt.拉開(或扣上)拉鍊
viewer, [`vjuɚ] n.觀眾
zone improvement plan, n.區域改善計畫
vigor, [`vɪgɚ] n.活力
zip code, [zɪp kod] n.郵遞區號
vigorous, [`vɪgərəs] adj.有活力的
zoom, [zum] n.變焦鏡頭 vt.vi.用變焦鏡頭將畫面拉近或拉遠
villain, [`vɪlən] n.惡徒
vine, [vaɪn] n.藤蔓
violinist, [͵vaɪə`lɪnɪst] n.小提琴家
visa, [`vizə] n.簽證
vow, [vaʊ] n.誓言 vt.vi發誓
wade, [wed] vi.vt.涉水
wail, [wel] vi.vt.n.慟哭；嚎啕
alongside, [ə`lɔŋ`saɪd] adv.prep.並排(地)
alternative, [ɔl`tɝnətɪv] adj.替代的 n.選擇
abbreviate, [ə`brivɪ͵et] vt.vi.縮寫
ambiguity, [͵æmbɪ`gjuətɪ] n.模稜兩可
abbreviation, [ə͵brivɪèʃən] n.縮寫
ambiguous, [æ m`bɪgjʊəs] adj.模稜兩可的
abnormal, [æ b`nɔrm!] adj.異常的
ambulance, [`æ mbjələns] n.救護車
aboriginal, [͵æbə`rɪdʒən!] adj.原生的
ambush, [`æ mbʊʃ] n.vt.vi.埋伏
aborigine, [æ bə`rɪdʒəni] n.原住民
amiable, [èmɪəb!] adj.和藹的
abound, [ə`baʊnd] vi.充滿
amplify, [`æ mplə͵faɪ] vt.vi.增強
absentminded, [`æ bsnt`maɪndɪd] adj.心不在焉的
analects, [͵ænə`lɛkts] n.語錄
analogy, [ə`næ lədʒɪ] n.相似之處
abstraction, [æ b`stræ kʃən] n.抽象
analyst, [`æ n!ɪst] n.分析師
abundance, [ə`bʌndəns] n.充裕
analytical, [ˌænəˈlɪtɪk(ə)l] adj.分析的；有條理的
abuse, [ə`bjus] n.vt.虐待
anecdote, [`æ nɪk͵dot] n.軼事
accelerate, [æ k`sɛlə͵ret] vt.vi.加速
animate, [`æ nə͵met] vt.賦予生命 adj.活的
acceleration, [æk͵sɛlə`reʃən] n.加速
annoyance, [ə`nɔɪəns] n.惱怒
accessible, [æ k`sɛsəb!] adj.易接近的
anonymous, [ə`nɑnəməs] adj.匿名的
accessory, [æ k`sɛsərɪ] n.配件
Antarctic, [æ n`tɑrktɪk] n.adj.南極(的)(大寫)
antarctic, [æ n`tɑrktɪk] n.adj.南極(的)(小寫)
accommodate, [ə`kɑmə͵det] vt.容納
antenna, [æ n`tɛnə] n.天線
accommodation, [ə͵kɑmə`deʃən] n.住宿
antibiotic, [͵æntɪbaɪ`ɑtɪk] n.adj.抗生素
accord, [ə`kɔrd] vt.vi.n.(使…)一致
antibody, [`æ ntɪ͵bɑdɪ] n.抗體
accordance, [ə`kɔrdəns] n.一致
anticipate, [æ n`tɪsə͵pet] vt.預期
accordingly, [ə`kɔrdɪŋlɪ] adv.因此
anticipation, [æn͵tɪsə`peʃən] n.期望
accountable, [ə`kaʊntəb!] adj.負責任的
antonym, [`æ ntə͵nɪm] n.反義字
accounting, [ə`kaʊntɪŋ] n.會計
applicable, [`æ plɪkəb!] adj.適用的
accumulate, [ə`kjumjə͵let] vt.vi.累積
apprentice, [ə`prɛntɪs] n.學徒
accumulation, [ə͵kjumjə`leʃən] n.累積
approximate, [ə`prɑksəmɪt] adj.大約的
accusation, [͵ækjə`zeʃən] n.控訴
aptitude, [`æ ptə͵tjud] n.天賦
acquisition, [͵ækwə`zɪʃən] n.獲得
Arctic, [`ɑrktɪk] n.adj.北極(的)(大寫)
arctic, [`ɑrktɪk] n.adj.北極(的)(小寫)
activist, [`æ ktəvɪst] n.激進份子；活動家
arrogant, [`æ rəgənt] adj.傲慢的
acute, [ə`kjut] adj.急性的 (chronic)
artery, [`ɑrtərɪ] n.動脈；幹線
adaptation, [͵ædæp`teʃən] n.適應
articulate, [ɑr`tɪkjə͵let] adj.口齒清晰的 vt.vi.發音清晰
addict, [əˋdɪkt] vt.使…沉迷
addict, [`æ dɪkt] n.入迷的人；上癮者
artifact, [`ɑrtɪ͵fæ kt] n.人工製品；手工藝品
addiction, [ə`dɪkʃən] n.濫用；上癮
assassinate, [ə`sæ sɪn͵et] vt.暗殺
administer, [əd`mɪnəstɚ] vt.管理
administrate,  [əd`mɪnə͵stret] vt.管理
assert, [ə`sɝt] vt.斷言
assess, [ə`sɛs] vt.評估
administration, [əd͵mɪnə`streʃən] n.管理
assessment, [ə`sɛsmənt] n.評估
administrative, [əd`mɪnə͵stretɪv] adj.管理上的；行政的
assumption, [ə`sʌmpʃən] n.假定
asthma, [`æ zmə] n.氣喘
administrator, [əd`mɪnə͵stretɚ] n.管理者
asylum, [ə`saɪləm] n.政治庇護
advocate, [ˋædvə͵ket] vt.提倡
advocate, [`æ dvəkɪt] n.提倡者
attainment, [ə`ten] vt.vi.到達
attainment, [ə`tenmənt] n.到達
affectionate, [ə`fɛkʃənɪt] adj.充滿感情的
attendant, [ə`tɛndənt] n.接待員
affirm, [ə`fɝm] vt.vi.斷言
attic, [`æ tɪk] n.閣樓
aggression, [ə`grɛʃən] n.侵略
auction, [`ɔkʃən] n.vt.拍賣
alcoholic, [͵ælkə`hɔlɪk] adj.酒精的
authentic, [ɔ`θɛntɪk] adj.真實的
alienate, [èljən͵et] vt.使…疏遠
authorize, [`ɔθə͵raɪz] vt.授權
alliance, [ə`laɪəns] n.同盟
allocate, [`æ lə͵ket] vt.分配
autograph, [`ɔtə͵græ f] n.簽名
signature, [`sɪgnətʃɚ] n.簽名
cater, [`ketɚ] vi.承辦宴席；迎合(需求)
autonomy, [ɔ`tɑnəmɪ] n.自治
cavalry, [`kæ v!rɪ] n.騎兵
aviation, [͵evɪèʃən] n.飛行
cavity, [ˋkævətɪ] n.穴；(牙的)蛀洞
awesome, [`ɔsəm] adj.令人敬畏的
cemetery, [`sɛmə͵tɛrɪ] n.墓地
barometer, [bə`rɑmətɚ] n.氣壓計
certainty, [`sɝtəntɪ] n.確實
beckon, [`bɛkn] vt.vi.n.示意
certify, [`sɝtə͵faɪ] vt.vi.證明
besiege, [bɪ`sidʒ] vt.包圍
champagne, [ʃæ m`pen] n.香檳酒
betray, [bɪ`tre] vt.背叛
chaos, [`keɑs] n.混亂
beverage, [`bɛvərɪdʒ] n.飲料
characterize, [kæ rəktə͵raɪz] vt.具有...的特徵
bias, [`baɪəs] n.vt.(使有)偏見
coal, [kol] n.媒，木炭
binoculars, [bɪ`nɑkjəlɚs] n.雙筒望遠鏡
chariot, [`tʃæ rɪət] n.(古代)雙輪戰車
biochemistry, [`baɪòkɛmɪstrɪ] n.生物化學
charitable, [`tʃæ rətəb!] adj.慈善的
biological, [͵baɪə`lɑdʒɪk!] adj.生物的
cholesterol, [kə`lɛstə͵rol] n.膽固醇
bizarre, [bɪ`zɑr] adj.怪異的
chronic, [`krɑnɪk] adj.(病)慢性的 (acute)
bleak, [blik] adj.荒涼的
chuckle, [`tʃʌk!] vi.咯咯地笑
blunder, [`blʌndɚ] n.vi.vt.犯錯
chunk, [tʃʌŋk] n.大塊；厚片
blunt, [blʌnt] adj.鈍的
civilize, [`sɪvə͵laɪz] v.使文明
bombard, [bɑm`bɑrd] vt.砲轟
clamp, [klæ mp] v.鉗緊
bondage, [`bɑndɪdʒ] n.奴役；束縛
clarity, [`klæ rətɪ] n.明晰
boost, [bust] n.vt.促進；提高
cleanse, [klɛnz] vt.使清潔；淨化
bout, [baʊt] n.回合
clearance, [`klɪrəns] n.清除；空地
boycott, [`bɔɪ͵kɑt] vt.n.抵制
clench, [klɛntʃ] vt.捏緊
breakdown, [`brek͵daʊn] n.故障
clinical, [`klɪnɪk!] adj.臨床的
breakthrough, [`brek͵θru] n.突破
clone, [klon] n.複製品/人
breakup, [`brek`ʌp] n.瓦解；分手
closure, [`kloʒɚ] n.關閉；終止
brew, [bru] vt.vi.n.釀造；沖泡
coffin, [`kɔfɪn] n.棺材
brink, [brɪŋk] n.邊緣
coherent, [kòhɪrənt] adj.連貫的
brisk, [brɪsk] adj.活潑的
coincide, [͵koɪn`saɪd] vi.同時發生
brochure, [bròʃʊr] n.小冊子
coincidence, [kòɪnsɪdəns] n.巧合
brute, [brut] n.獸；畜生 adj.畜生的；蠻橫的
collective, [kə`lɛktɪv] adj.集體的
buckle, [`bʌk!] n.扣環 vt.vi.扣住
collector, [kə`lɛktɚ] n.收集者
bulky, [`bʌlkɪ] adj.笨重的
collide, [kə`laɪd] vi.碰撞；衝突
bureaucracy, [bjʊ`rɑkrəsɪ] n.官僚
collision, [kə`lɪʒən] n.碰撞；衝突
burial, [`bɛrɪəl] n.adj.葬禮(的)
colloquial, [kə`lokwɪəl] adj.口語的
byte, [baɪt] n.位元組
columnist, [`kɑləmɪst] n.專欄作家
caffeine, [`kæ fiɪn] n.咖啡因
commemorate, [kə`mɛmə͵ret] vt.紀念
calcium, [`kæ lsɪəm] n.鈣
commence, [kə`mɛns] vt.開始
canvas, [`kæ nvəs] n.帆布
commentary, [`kɑmən͵tɛrɪ] n.評論
capability, [͵kepə`bɪlətɪ] n.能力
commitment, [kə`mɪtmənt] n.承諾
capsule, [`kæ ps!] n.膠囊
communicative, [kə`mjunə͵ketɪv] adj.暢談的
caption, [`kæ pʃən] n.標題；字幕
companionship, [kəm`pæ njən͵ʃɪp] n.伴侶關係
captive, [`kæ ptɪv] n.俘虜
comparable, [`kɑmpərəb!] adj.可比較的；比得上的
captivity, [kæ p`tɪvətɪ] n.囚禁
carbohydrate, [͵kɑrbə`haɪdret] n.碳水化合物
comparative, [kəm`pæ rətɪv] adj.比較的
caress, [kə`rɛs] n.vt.愛撫
compatible, [kəm`pæ təb!] adj.相容的
carol, [`kæ rəl] n.(耶誕)頌歌
compensate, [`kɑmpən͵set] vt.補償
cashier, [kæ `ʃɪr] n.出納；出納員
compensation, [͵kɑmpən`seʃən] n.補償(金)
casualty, [`kæ ʒjʊəltɪ] n.傷亡人員
competence, [`kɑmpətəns] n.勝任
catastrophe, [kə`tæ strəfɪ] n.大災難
competent, [`kɑmpətənt] adj.能幹的
compile, [kəm`paɪl] vt.編輯
cosmetics, [kɑz`mɛtɪks] n.化妝品
complement, [`kɑmpləmənt] n.補充物
cosmopolitan, [͵kɑzmə`pɑlətn] adj.世界性的
complexion, [kəm`plɛkʃən] n.面色
counterpart, [`kaʊntɚ͵pɑrt] n.對應的人(或物)
complexity, [kəm`plɛksətɪ] n.複雜(性)
coverage, [`kʌvərɪdʒ] n.覆蓋範圍
complication, [͵kɑmplə`keʃən] n.複雜(化)；併發症[C]
covet, [`kʌvɪt] vt.垂涎；貪圖
cramp, [kræ mp] n.夾鉗；束縛；抽筋 vt.限制
component, [kəm`ponənt] n.零件；成分
credibility, [͵krɛdə`bɪlətɪ] n.可信度
comprehensive, [͵kɑmprɪ`hɛnsɪv] adj.無所不包的；有理解力的
credible, [`krɛdəb!] adj.可信的
criterion, [kraɪ`tɪrɪən] n.標準；準則
comprise, [kəm`praɪz] vt.包括
crook, [krʊk] vt.vi.n.彎曲；成鉤形
concede, [kən`sid] vt.(勉強)承認
crooked, [`krʊkɪd] adj.歪的；彎曲的；詐欺的
conceit, [kən`sit] n.自滿
crucial, [`kruʃəl] adj.決定性的
conception, [kən`sɛpʃən] n.觀念；創始
crude, [krud] adj.天然的；生的
concession, [kən`sɛʃən] n.讓步；租界
cruise, [kruz] vt.vi.n.巡航；航遊
concise, [kən`saɪs] adj.簡明的
cruiser, [`kruzɚ] n.遊艇
condense, [kən`dɛns] vt.壓縮；濃縮
crumb, [krʌm] n.麵包屑
confer, [kən`fɝ] vt.授予(學位等)
confidential, [͵kɑnfə`dɛnʃəl] adj.機密的
crumble, [`krʌmb!] vt.vi.粉碎；崩潰
crust, [krʌst] n.派餅皮；地殼
conform, [kən`fɔrm] vi.遵守；符合
confrontation, [͵kɑnfrʌn`teʃən] n.對抗
cultivate, [`kʌltə͵vet] vt.培育
cumulative, [`kjʊmjʊ͵letɪv] adj.累計的
congressman, [`kɑŋgrəsmən] n.美國國會議員
customary, [`kʌstəm͵ɛrɪ] adj.合乎習俗的；按慣例的
conquest, [`kɑŋkwɛst] n.征服
daffodil, [`dæ fədɪl] n.黃水仙
conscientious, [͵kɑnʃɪ`ɛnʃəs] adj.憑良心的
dandruff, [`dæ ndrəf] n.頭皮屑
consensus, [kən`sɛnsəs] n.一致；合意
daybreak, [`de͵brek] n.黎明
conservation, [͵kɑnsɚ`veʃən] n.保育
deadly, [`dɛdlɪ] adj.致命的
consolation, [͵kɑnsə`leʃən] n.安慰
decent, [`disnt] adj.正派的；體面的
conspiracy, [kən`spɪrəsɪ] n.陰謀
decisive, [dɪ`saɪsɪv] adj.決定性的；果決的
constituent, [kən`stɪtʃʊənt] adj.組成的 n.選民，選舉人
decline, [dɪ`klaɪn] vi.n.下降；婉拒 vt.婉拒
dedicate, [`dɛdə͵ket] vt.奉獻
consultation, [͵kɑnsəl`teʃən] n.諮詢
dedication, [͵dɛdə`keʃən] n.奉獻；致力
consumption, [kən`sʌmpʃən] n.消耗
deem, [dim] v.認為
contemplation, [͵kɑntɛm`pleʃən] n.沈思
defect, [`dɪfɛkt] n.缺點；缺陷
contestant, [kən`tɛstənt] n.競爭者；角逐者
deficiency, [dɪ`fɪʃənsɪ] n.不足
contractor, [`kɑntræ ktɚ] n.承包商
degrade, [dɪ`gred] vt.使降級
contradict, [͵kɑntrə`dɪkt] vt.與...矛盾
deliberate, [dɪ`lɪbərɪt] adj.深思熟慮的；蓄意的 vt.vi.仔細思考
contradiction, [͵kɑntrə`dɪkʃən] n.矛盾
controversial, [͵kɑntrə`vɝʃəl] adj.可疑的
delinquent, [dɪ`lɪŋkwənt] adj.有過失的
controversy, [`kɑntrə͵vɝsɪ] n.爭議
denounce, [dɪ`naʊns] vt.譴責
conviction, [kən`vɪkʃən] n.定罪；信念
density, [`dɛnsətɪ] n.密集(度)
coordinate, [kòɔrdnɪt] vt.協調
dental, [`dɛnt!] adj.牙齒的
cordial, [`kɔrdʒəl] adj.熱忱的
depict, [dɪ`pɪkt] vt.描畫
core, [kor] n.果核；核心
deprive, [dɪ`praɪv] vt.剝奪
corporate, [`kɔrpərɪt] adj.公司的；團體的
deputy, [`dɛpjətɪ] n.adj.副手(的)；代理人(的)
corps, [kɔr] n.兵團；軍；隊
derive, [dɪ`raɪv] vt.取得 vi.衍生
corpse, [kɔrps] n.屍體
descend, [dɪ`sɛnd] vi.vt.下來；走下
correspondent, [͵kɔrɪ`spɑndənt] n.通信者 adj.一致的；符合的
descendant, [dɪ`sɛndənt] n.後裔
descent, [dɪ`sɛnt] n.下降；世系
corruption, [kə`rʌpʃən] n.腐化；貪污
designate, [`dɛzɪg͵net] vt.指定
cosmetic, [kɑz`mɛtɪk] adj.化妝用的
destined, [`dɛstɪnd] adj.命中注定的
dissuade, [dɪ`swed] vt.勸阻
detach, [dɪ`tæ tʃ] vt.分開；分離
distort, [dɪs`tɔrt] vt.扭曲；曲解
detain, [dɪ`ten] vt.拘留；扣留
distract, [dɪ`stræ kt] vt.使分心；困擾
deter, [dɪ`tɝ] vt.威懾住；嚇住；制止
distraction, [dɪ`stræ kʃən] n.分心
detergent, [dɪ`tɝdʒənt] n.洗潔劑
distrust, [dɪs`trʌst] vt.n.不信任；懷疑
deteriorate, [dɪ`tɪrɪə͵ret] vi.vt.(使)惡化
disturbance, [dɪs`tɝbəns] n.擾亂；打擾
devalue, [ˌdɪˈvæ lju] vt.降低...的價值
diverse, [daɪ`vɝs] adj.不同的；多元的
diabetes, [͵daɪə`bitiz] n.糖尿病
diversify, [daɪ`vɝsə͵faɪ] vt.vi.使多樣化
diagnose, [`daɪəgnoz] vt.診斷
diversion, [daɪ`vɝʒən] n.轉移；分散注意力；娛樂
diagnosis, [͵daɪəg`nosɪs] n.診斷(結果)
diagram, [`daɪə͵græ m] n.圖表；圖解
diversity, [daɪ`vɝsətɪ] n.差異；多樣性
diameter, [daɪ`æ mətɚ] n.直徑
divert, [daɪ`vɝt] vt.vi.轉移；使分心
dictate, [`dɪktet] vt.vi.口授；命令
doctrine, [`dɑktrɪn] n.教義；信條
dictation, [dɪk`teʃən] n.聽寫；命令
documentary, [͵dɑkjə`mɛntərɪ] adj.n.文件的；記錄影片
dictator, [`dɪk͵tetɚ] n.獨裁者
differentiate, [͵dɪfə`rɛnʃɪ͵et] vt.vi.區別
